300,0,1,1
300.8,0.8,0,0
301.6,1.6,0,0
302.4,2.4,0,0
303.2,3.2,0,0
304,4,0,0
304.8,4.8,0,0
305.6,5.6,0,0
306.4,6.4,0,0
307.2,7.2,0,0
308,8,0,0
308.8,8.8,0,0
309.6,9.6,0,0
310.4,10.4,0,0
311.2,11.2,0,0
312,12,0,0
312.8,12.8,0,0
313.6,13.6,0,0
314.4,14.4,0,0
315.2,15.2,0,0
316,16,0,0
316.8,16.8,0,0
317.6,17.6,0,0
318.4,18.4,0,0
319.2,19.2,0,0
320,20,0,0
320.8,20.8,0,0
321.6,21.6,0,0
322.4,22.4,0,0
323.2,23.2,0,0
324,24,0,0
324.8,24.8,0,0
325.6,25.6,0,0
326.4,26.4,0,0
327.2,27.2,0,0
328,28,0,0
328.8,28.8,0,0
329.6,29.6,0,0
330.4,30.4,0,0
331.2,31.2,0,0
332,32,0,0
332.8,32.8,0,0
333.6,33.6,0,0
334.4,34.4,0,0
335.2,35.2,0,0
336,36,0,0
336.8,36.8,0,0
337.6,37.6,0,0
338.4,38.4,0,0
339.2,39.2,0,0
340,40,0,0
340.8,40.8,0,0
341.6,41.6,0,0
342.4,42.4,0,0
343.2,43.2,0,0
344,44,0,0
344.8,44.8,0,0
345.6,45.6,0,0
346.4,46.4,0,0
347.2,47.2,0,0
348,48,0,0
348.8,48.8,0,0
349.6,49.6,0,0
350.4,50.4,0,0
351.2,51.2,0,0
352,52,0,0
352.8,52.8,0,0
353.6,53.6,0,0
354.4,54.4,0,0
355.2,55.2,0,0
356,56,0,0
356.8,56.8,0,0
357.6,57.6,0,0
358.4,58.4,0,0
359.2,59.2,0,0
0,60,0,0
0.8,60.8,0,0
1.6,61.6,0,0
2.4,62.4,0,0
3.2,63.2,0,0
4,64,0,0
4.8,64.8,0,0
5.6,65.6,0,0
6.4,66.4,0,0
7.2,67.2,0,0
8,68,0,0
8.8,68.8,0,0
9.6,69.6,0,0
10.4,70.4,0,0
11.2,71.2,0,0
12,72,0,0
12.8,72.8,0,0
13.6,73.6,0,0
14.4,74.4,0,0
15.2,75.2,0,0
16,76,0,0
16.8,76.8,0,0
17.6,77.6,0,0
18.4,78.4,0,0
19.2,79.2,0,0
20,80,0,0
20.8,80.8,0,0
21.6,81.6,0,0
22.4,82.4,0,0
23.2,83.2,0,0
24,84,0,0
24.8,84.8,0,0
25.6,85.6,0,0
26.4,86.4,0,0
27.2,87.2,0,0
28,88,0,0
28.8,88.8,0,0
29.6,89.6,0,0
30.4,90.4,0,0
31.2,91.2,0,0
32,92,0,0
32.8,92.8,0,0
33.6,93.6,0,0
34.4,94.4,0,0
35.2,95.2,0,0
36,96,0,0
36.8,96.8,0,0
37.6,97.6,0,0
38.4,98.4,0,0
39.2,103.2,0,0
40,108,0,0
40.8,112.8,0,0
41.6,117.6,0,0
42.4,122.4,0,0
43.2,127.2,0,0
44,132,0,0
44.8,136.8,0,0
45.6,141.6,0,0
46.4,146.4,0,0
47.2,151.2,0,0
48,156,0,0
48.8,160.8,0,0
49.6,165.6,0,0
50.4,170.4,0,0
51.2,175.2,0,0
52,180,0,0
52.8,184.8,0,0
53.6,189.6,0,0
54.4,194.4,0,0
55.2,199.2,0,0
56,204,0,0
56.8,208.8,0,0
57.6,213.6,0,0
58.4,218.4,0,0
59.2,223.2,0,0
64,228,0,0
68.8,232.8,0,0
73.6,237.6,0,0
78.4,242.4,0,0
83.2,247.2,0,0
88,252,0,0
92.8,256.8,0,0
97.6,261.6,0,0
102.4,266.4,0,0
107.2,271.2,0,0
112,276,0,0
116.8,280.8,0,0
121.6,285.6,0,0
126.4,290.4,0,0
131.2,295.2,0,0
136,300,0,0
140.8,304.8,0,0
145.6,309.6,0,0
150.4,314.4,0,0
155.2,319.2,0,0
160,324,0,0
164.8,328.8,0,0
169.6,333.6,0,0
174.4,338.4,0,0
179.2,339.2,0,0
184,340,0,0
188.8,340.8,0,0
193.6,341.6,0,0
198.4,342.4,0,0
203.2,343.2,0,0
208,344,0,0
212.8,344.8,0,0
217.6,345.6,0,0
222.4,346.4,0,0
227.2,347.2,0,0
232,348,0,0
236.8,348.8,0,0
241.6,349.6,0,0
246.4,350.4,0,0
251.2,351.2,0,0
256,352,0,0
260.8,352.8,0,0
265.6,353.6,0,0
270.4,354.4,0,0
275.2,355.2,0,0
280,356,0,0
284.8,356.8,0,0
289.6,357.6,0,0
294.4,358.4,0,0
299.2,359.2,0,0
